parameter,stationname,date,hour,date_time,dayofweek,mass_conc,mass_conc_movel,valido
NOx,Pinheiros,2008-11-11,7,2008-11-11T06:59:59Z,Tue,28,-,Sim
NOx,Pinheiros,2008-11-11,8,2008-11-11T07:59:59Z,Tue,36,-,Sim
NOx,Pinheiros,2008-11-11,9,2008-11-11T08:59:59Z,Tue,44,-,Sim
NOx,Pinheiros,2008-11-11,10,2008-11-11T09:59:59Z,Tue,33,-,Não
NOx,Pinheiros,2008-11-11,11,2008-11-11T10:59:59Z,Tue,31,-,Sim
NOx,Pinheiros,2008-11-11,12,2008-11-11T11:59:59Z,Tue,33,-,Sim
NOx,Pinheiros,2008-11-11,13,2008-11-11T12:59:59Z,Tue,27,-,Não
NOx,Pinheiros,2008-11-11,14,2008-11-11T13:59:59Z,Tue,29,-,Não
NOx,Pinheiros,2008-11-11,15,2008-11-11T14:59:59Z,Tue,24,-,Sim
NOx,Pinheiros,2008-11-11,16,2008-11-11T15:59:59Z,Tue,28,-,Não
NOx,Pinheiros,2008-11-11,17,2008-11-11T16:59:59Z,Tue,36,-,Sim
NOx,Pinheiros,2008-11-11,18,2008-11-11T17:59:59Z,Tue,42,-,Sim
NOx,Pinheiros,2008-11-11,19,2008-11-11T18:59:59Z,Tue,40,-,Sim
NOx,Pinheiros,2008-11-11,20,2008-11-11T19:59:59Z,Tue,41,-,Sim
NOx,Pinheiros,2008-11-11,21,2008-11-11T20:59:59Z,Tue,34,-,Sim
NOx,Pinheiros,2008-11-11,22,2008-11-11T21:59:59Z,Tue,34,-,Sim
NOx,Pinheiros,2008-11-11,23,2008-11-11T22:59:59Z,Tue,27,-,Sim
NOx,Pinheiros,2008-11-11,24,2008-11-11T23:59:59Z,Tue,20,-,Sim
NOx,Pinheiros,2008-11-12,1,2008-11-12T00:59:59Z,Wed,65,-,Não
NOx,Pinheiros,2008-11-12,2,2008-11-12T01:59:59Z,Wed,12,-,Sim
NOx,Pinheiros,2008-11-12,3,2008-11-12T02:59:59Z,Wed,9,-,Sim
NOx,Pinheiros,2008-11-12,4,2008-11-12T03:59:59Z,Wed,8,-,Sim
NOx,Pinheiros,2008-11-12,5,2008-11-12T04:59:59Z,Wed,10,-,Sim
NOx,Pinheiros,2008-11-12,6,2008-11-12T05:59:59Z,Wed,17,-,Sim
NOx,Pinheiros,2008-11-12,7,2008-11-12T06:59:59Z,Wed,43,-,Sim
NOx,Pinheiros,2008-11-12,8,2008-11-12T07:59:59Z,Wed,50,-,Não
NOx,Pinheiros,2008-11-12,9,2008-11-12T08:59:59Z,Wed,85,-,Sim
NOx,Pinheiros,2008-11-12,10,2008-11-12T09:59:59Z,Wed,69,-,Sim
NOx,Pinheiros,2008-11-12,11,2008-11-12T10:59:59Z,Wed,55,-,Sim
NOx,Pinheiros,2008-11-12,12,2008-11-12T11:59:59Z,Wed,63,-,Sim
NOx,Pinheiros,2008-11-12,13,2008-11-12T12:59:59Z,Wed,74,-,Sim
NOx,Pinheiros,2008-11-12,14,2008-11-12T13:59:59Z,Wed,60,-,Sim
NOx,Pinheiros,2008-11-12,15,2008-11-12T14:59:59Z,Wed,50,-,Sim
NOx,Pinheiros,2008-11-12,16,2008-11-12T15:59:59Z,Wed,55,-,Sim
NOx,Pinheiros,2008-11-12,17,2008-11-12T16:59:59Z,Wed,75,-,Sim
NOx,Pinheiros,2008-11-12,18,2008-11-12T17:59:59Z,Wed,76,-,Sim
NOx,Pinheiros,2008-11-12,19,2008-11-12T18:59:59Z,Wed,44,-,Sim
NOx,Pinheiros,2008-11-12,20,2008-11-12T19:59:59Z,Wed,56,-,Sim
NOx,Pinheiros,2008-11-12,21,2008-11-12T20:59:59Z,Wed,68,-,Sim
NOx,Pinheiros,2008-11-12,22,2008-11-12T21:59:59Z,Wed,87,-,Sim
NOx,Pinheiros,2008-11-12,23,2008-11-12T22:59:59Z,Wed,57,-,Sim
NOx,Pinheiros,2008-11-12,24,2008-11-12T23:59:59Z,Wed,63,-,Sim
NOx,Pinheiros,2008-11-13,1,2008-11-13T00:59:59Z,Thu,84,-,Não
NOx,Pinheiros,2008-11-13,2,2008-11-13T01:59:59Z,Thu,38,-,Sim
NOx,Pinheiros,2008-11-13,3,2008-11-13T02:59:59Z,Thu,22,-,Sim
NOx,Pinheiros,2008-11-13,4,2008-11-13T03:59:59Z,Thu,20,-,Sim
NOx,Pinheiros,2008-11-13,5,2008-11-13T04:59:59Z,Thu,16,-,Sim
NOx,Pinheiros,2008-11-13,6,2008-11-13T05:59:59Z,Thu,12,-,Sim
NOx,Pinheiros,2008-11-13,7,2008-11-13T06:59:59Z,Thu,58,-,Sim
NOx,Pinheiros,2008-11-13,8,2008-11-13T07:59:59Z,Thu,84,-,Sim
NOx,Pinheiros,2008-11-13,9,2008-11-13T08:59:59Z,Thu,86,-,Sim
NOx,Pinheiros,2008-11-13,10,2008-11-13T09:59:59Z,Thu,32,-,Sim
NOx,Pinheiros,2008-11-13,11,2008-11-13T10:59:59Z,Thu,35,-,Sim
NOx,Pinheiros,2008-11-13,12,2008-11-13T11:59:59Z,Thu,38,-,Sim
NOx,Pinheiros,2008-11-13,13,2008-11-13T12:59:59Z,Thu,35,-,Sim
