parameter,stationname,date,hour,date_time,dayofweek,mass_conc,mass_conc_movel,valido
NO,Grajaú-Parelheiros,2010-01-06,23,2010-01-06T22:59:59Z,qua,54,-,Sim
NO,Grajaú-Parelheiros,2010-01-06,24,2010-01-06T23:59:59Z,qua,35,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,1,2010-01-07T00:59:59Z,qui,18,-,Não
NO,Grajaú-Parelheiros,2010-01-07,2,2010-01-07T01:59:59Z,qui,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,3,2010-01-07T02:59:59Z,qui,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,4,2010-01-07T03:59:59Z,qui,10,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,5,2010-01-07T04:59:59Z,qui,50,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,6,2010-01-07T05:59:59Z,qui,78,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,7,2010-01-07T06:59:59Z,qui,104,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,8,2010-01-07T07:59:59Z,qui,84,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,9,2010-01-07T08:59:59Z,qui,72,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,10,2010-01-07T09:59:59Z,qui,67,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,11,2010-01-07T10:59:59Z,qui,49,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,12,2010-01-07T11:59:59Z,qui,34,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,13,2010-01-07T12:59:59Z,qui,27,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,14,2010-01-07T13:59:59Z,qui,20,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,15,2010-01-07T14:59:59Z,qui,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,16,2010-01-07T15:59:59Z,qui,2,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,17,2010-01-07T16:59:59Z,qui,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,18,2010-01-07T17:59:59Z,qui,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,19,2010-01-07T18:59:59Z,qui,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,20,2010-01-07T19:59:59Z,qui,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,21,2010-01-07T20:59:59Z,qui,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,22,2010-01-07T21:59:59Z,qui,7,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,23,2010-01-07T22:59:59Z,qui,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-07,24,2010-01-07T23:59:59Z,qui,2,-,Não
NO,Grajaú-Parelheiros,2010-01-08,1,2010-01-08T00:59:59Z,sex,4,-,Não
NO,Grajaú-Parelheiros,2010-01-08,2,2010-01-08T01:59:59Z,sex,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,3,2010-01-08T02:59:59Z,sex,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,4,2010-01-08T03:59:59Z,sex,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,5,2010-01-08T04:59:59Z,sex,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,6,2010-01-08T05:59:59Z,sex,12,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,7,2010-01-08T06:59:59Z,sex,24,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,8,2010-01-08T07:59:59Z,sex,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,9,2010-01-08T08:59:59Z,sex,25,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,10,2010-01-08T09:59:59Z,sex,28,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,11,2010-01-08T10:59:59Z,sex,29,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,12,2010-01-08T11:59:59Z,sex,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,13,2010-01-08T12:59:59Z,sex,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,14,2010-01-08T13:59:59Z,sex,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,15,2010-01-08T14:59:59Z,sex,10,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,16,2010-01-08T15:59:59Z,sex,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,17,2010-01-08T16:59:59Z,sex,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,18,2010-01-08T17:59:59Z,sex,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,19,2010-01-08T18:59:59Z,sex,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,20,2010-01-08T19:59:59Z,sex,4,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,21,2010-01-08T20:59:59Z,sex,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,22,2010-01-08T21:59:59Z,sex,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,23,2010-01-08T22:59:59Z,sex,8,-,Sim
NO,Grajaú-Parelheiros,2010-01-08,24,2010-01-08T23:59:59Z,sex,8,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,1,2010-01-09T00:59:59Z,sáb,0,-,Não
NO,Grajaú-Parelheiros,2010-01-09,2,2010-01-09T01:59:59Z,sáb,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,3,2010-01-09T02:59:59Z,sáb,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,4,2010-01-09T03:59:59Z,sáb,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,5,2010-01-09T04:59:59Z,sáb,4,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,6,2010-01-09T05:59:59Z,sáb,27,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,7,2010-01-09T06:59:59Z,sáb,94,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,8,2010-01-09T07:59:59Z,sáb,92,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,9,2010-01-09T08:59:59Z,sáb,58,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,10,2010-01-09T09:59:59Z,sáb,35,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,11,2010-01-09T10:59:59Z,sáb,38,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,12,2010-01-09T11:59:59Z,sáb,22,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,13,2010-01-09T12:59:59Z,sáb,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,14,2010-01-09T13:59:59Z,sáb,14,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,15,2010-01-09T14:59:59Z,sáb,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,16,2010-01-09T15:59:59Z,sáb,20,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,17,2010-01-09T16:59:59Z,sáb,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,18,2010-01-09T17:59:59Z,sáb,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,20,2010-01-09T19:59:59Z,sáb,0,-,Não
NO,Grajaú-Parelheiros,2010-01-09,21,2010-01-09T20:59:59Z,sáb,17,-,Não
NO,Grajaú-Parelheiros,2010-01-09,22,2010-01-09T21:59:59Z,sáb,17,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,23,2010-01-09T22:59:59Z,sáb,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-09,24,2010-01-09T23:59:59Z,sáb,35,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,1,2010-01-10T00:59:59Z,dom,11,-,Não
NO,Grajaú-Parelheiros,2010-01-10,2,2010-01-10T01:59:59Z,dom,34,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,3,2010-01-10T02:59:59Z,dom,27,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,4,2010-01-10T03:59:59Z,dom,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,5,2010-01-10T04:59:59Z,dom,37,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,6,2010-01-10T05:59:59Z,dom,72,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,7,2010-01-10T06:59:59Z,dom,107,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,8,2010-01-10T07:59:59Z,dom,41,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,9,2010-01-10T08:59:59Z,dom,29,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,10,2010-01-10T09:59:59Z,dom,25,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,11,2010-01-10T10:59:59Z,dom,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,12,2010-01-10T11:59:59Z,dom,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,13,2010-01-10T12:59:59Z,dom,17,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,14,2010-01-10T13:59:59Z,dom,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,15,2010-01-10T14:59:59Z,dom,10,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,16,2010-01-10T15:59:59Z,dom,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,17,2010-01-10T16:59:59Z,dom,4,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,18,2010-01-10T17:59:59Z,dom,5,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,19,2010-01-10T18:59:59Z,dom,10,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,20,2010-01-10T19:59:59Z,dom,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,21,2010-01-10T20:59:59Z,dom,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,22,2010-01-10T21:59:59Z,dom,4,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,23,2010-01-10T22:59:59Z,dom,0,-,Sim
NO,Grajaú-Parelheiros,2010-01-10,24,2010-01-10T23:59:59Z,dom,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,1,2010-01-11T00:59:59Z,seg,0,-,Não
NO,Grajaú-Parelheiros,2010-01-11,2,2010-01-11T01:59:59Z,seg,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,3,2010-01-11T02:59:59Z,seg,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,4,2010-01-11T03:59:59Z,seg,5,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,5,2010-01-11T04:59:59Z,seg,39,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,6,2010-01-11T05:59:59Z,seg,98,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,7,2010-01-11T06:59:59Z,seg,60,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,8,2010-01-11T07:59:59Z,seg,49,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,9,2010-01-11T08:59:59Z,seg,53,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,10,2010-01-11T09:59:59Z,seg,60,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,11,2010-01-11T10:59:59Z,seg,27,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,12,2010-01-11T11:59:59Z,seg,13,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,13,2010-01-11T12:59:59Z,seg,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,14,2010-01-11T13:59:59Z,seg,11,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,15,2010-01-11T14:59:59Z,seg,12,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,16,2010-01-11T15:59:59Z,seg,3,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,17,2010-01-11T16:59:59Z,seg,10,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,18,2010-01-11T17:59:59Z,seg,1,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,19,2010-01-11T18:59:59Z,seg,9,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,20,2010-01-11T19:59:59Z,seg,20,-,Não
NO,Grajaú-Parelheiros,2010-01-11,21,2010-01-11T20:59:59Z,seg,13,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,22,2010-01-11T21:59:59Z,seg,6,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,23,2010-01-11T22:59:59Z,seg,5,-,Sim
NO,Grajaú-Parelheiros,2010-01-11,24,2010-01-11T23:59:59Z,seg,12,-,Não
NO,Grajaú-Parelheiros,2010-01-12,1,2010-01-12T00:59:59Z,ter,1,-,Não
NO,Grajaú-Parelheiros,2010-01-12,2,2010-01-12T01:59:59Z,ter,7,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,3,2010-01-12T02:59:59Z,ter,5,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,4,2010-01-12T03:59:59Z,ter,21,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,5,2010-01-12T04:59:59Z,ter,59,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,6,2010-01-12T05:59:59Z,ter,81,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,7,2010-01-12T06:59:59Z,ter,133,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,8,2010-01-12T07:59:59Z,ter,121,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,9,2010-01-12T08:59:59Z,ter,127,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,10,2010-01-12T09:59:59Z,ter,118,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,13,2010-01-12T12:59:59Z,ter,95,-,Não
NO,Grajaú-Parelheiros,2010-01-12,14,2010-01-12T13:59:59Z,ter,16,-,Sim
NO,Grajaú-Parelheiros,2010-01-12,15,2010-01-12T14:59:59Z,ter,11,-,Sim
