parameter,stationname,date,hour,date_time,dayofweek,mass_conc,mass_conc_movel,valido
NO,Pinheiros,2008-11-02,16,2008-11-02T15:59:59Z,dom,2,-,Sim
NO,Pinheiros,2008-11-02,17,2008-11-02T16:59:59Z,dom,3,-,Sim
NO,Pinheiros,2008-11-02,18,2008-11-02T17:59:59Z,dom,10,-,Sim
NO,Pinheiros,2008-11-02,19,2008-11-02T18:59:59Z,dom,28,-,Sim
NO,Pinheiros,2008-11-02,20,2008-11-02T19:59:59Z,dom,51,-,Sim
NO,Pinheiros,2008-11-02,21,2008-11-02T20:59:59Z,dom,54,-,Sim
NO,Pinheiros,2008-11-02,22,2008-11-02T21:59:59Z,dom,23,-,Sim
NO,Pinheiros,2008-11-02,23,2008-11-02T22:59:59Z,dom,17,-,Sim
NO,Pinheiros,2008-11-02,24,2008-11-02T23:59:59Z,dom,28,-,Sim
NO,Pinheiros,2008-11-03,1,2008-11-03T00:59:59Z,seg,82,-,Não
NO,Pinheiros,2008-11-03,2,2008-11-03T01:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-03,3,2008-11-03T02:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-03,4,2008-11-03T03:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-03,5,2008-11-03T04:59:59Z,seg,3,-,Sim
NO,Pinheiros,2008-11-03,6,2008-11-03T05:59:59Z,seg,63,-,Sim
NO,Pinheiros,2008-11-03,7,2008-11-03T06:59:59Z,seg,140,-,Sim
NO,Pinheiros,2008-11-03,8,2008-11-03T07:59:59Z,seg,78,-,Sim
NO,Pinheiros,2008-11-03,9,2008-11-03T08:59:59Z,seg,72,-,Sim
NO,Pinheiros,2008-11-03,10,2008-11-03T09:59:59Z,seg,60,-,Sim
NO,Pinheiros,2008-11-03,11,2008-11-03T10:59:59Z,seg,62,-,Sim
NO,Pinheiros,2008-11-03,12,2008-11-03T11:59:59Z,seg,21,-,Sim
NO,Pinheiros,2008-11-03,13,2008-11-03T12:59:59Z,seg,21,-,Sim
NO,Pinheiros,2008-11-03,14,2008-11-03T13:59:59Z,seg,14,-,Sim
NO,Pinheiros,2008-11-03,15,2008-11-03T14:59:59Z,seg,32,-,Sim
NO,Pinheiros,2008-11-03,16,2008-11-03T15:59:59Z,seg,25,-,Sim
NO,Pinheiros,2008-11-03,17,2008-11-03T16:59:59Z,seg,11,-,Sim
NO,Pinheiros,2008-11-03,18,2008-11-03T17:59:59Z,seg,5,-,Sim
NO,Pinheiros,2008-11-03,19,2008-11-03T18:59:59Z,seg,6,-,Sim
NO,Pinheiros,2008-11-03,20,2008-11-03T19:59:59Z,seg,4,-,Sim
NO,Pinheiros,2008-11-03,21,2008-11-03T20:59:59Z,seg,3,-,Sim
NO,Pinheiros,2008-11-03,22,2008-11-03T21:59:59Z,seg,1,-,Sim
NO,Pinheiros,2008-11-03,23,2008-11-03T22:59:59Z,seg,1,-,Sim
NO,Pinheiros,2008-11-03,24,2008-11-03T23:59:59Z,seg,1,-,Sim
NO,Pinheiros,2008-11-04,1,2008-11-04T00:59:59Z,ter,59,-,Não
NO,Pinheiros,2008-11-04,2,2008-11-04T01:59:59Z,ter,0,-,Sim
NO,Pinheiros,2008-11-04,3,2008-11-04T02:59:59Z,ter,4,-,Sim
NO,Pinheiros,2008-11-04,4,2008-11-04T03:59:59Z,ter,1,-,Sim
NO,Pinheiros,2008-11-04,5,2008-11-04T04:59:59Z,ter,0,-,Sim
NO,Pinheiros,2008-11-04,6,2008-11-04T05:59:59Z,ter,12,-,Sim
NO,Pinheiros,2008-11-04,7,2008-11-04T06:59:59Z,ter,34,-,Sim
NO,Pinheiros,2008-11-04,8,2008-11-04T07:59:59Z,ter,34,-,Sim
NO,Pinheiros,2008-11-04,9,2008-11-04T08:59:59Z,ter,49,-,Sim
NO,Pinheiros,2008-11-04,10,2008-11-04T09:59:59Z,ter,39,-,Sim
NO,Pinheiros,2008-11-04,11,2008-11-04T10:59:59Z,ter,27,-,Sim
NO,Pinheiros,2008-11-04,12,2008-11-04T11:59:59Z,ter,7,-,Sim
NO,Pinheiros,2008-11-04,13,2008-11-04T12:59:59Z,ter,13,-,Sim
NO,Pinheiros,2008-11-04,14,2008-11-04T13:59:59Z,ter,17,-,Sim
NO,Pinheiros,2008-11-04,15,2008-11-04T14:59:59Z,ter,6,-,Sim
NO,Pinheiros,2008-11-04,16,2008-11-04T15:59:59Z,ter,7,-,Sim
NO,Pinheiros,2008-11-04,17,2008-11-04T16:59:59Z,ter,5,-,Sim
NO,Pinheiros,2008-11-04,18,2008-11-04T17:59:59Z,ter,10,-,Sim
NO,Pinheiros,2008-11-04,19,2008-11-04T18:59:59Z,ter,8,-,Sim
NO,Pinheiros,2008-11-04,20,2008-11-04T19:59:59Z,ter,10,-,Sim
NO,Pinheiros,2008-11-04,21,2008-11-04T20:59:59Z,ter,15,-,Sim
NO,Pinheiros,2008-11-04,22,2008-11-04T21:59:59Z,ter,18,-,Sim
NO,Pinheiros,2008-11-04,23,2008-11-04T22:59:59Z,ter,20,-,Sim
NO,Pinheiros,2008-11-04,24,2008-11-04T23:59:59Z,ter,33,-,Sim
NO,Pinheiros,2008-11-05,1,2008-11-05T00:59:59Z,qua,92,-,Não
NO,Pinheiros,2008-11-05,2,2008-11-05T01:59:59Z,qua,19,-,Sim
NO,Pinheiros,2008-11-05,3,2008-11-05T02:59:59Z,qua,50,-,Sim
NO,Pinheiros,2008-11-05,4,2008-11-05T03:59:59Z,qua,11,-,Sim
NO,Pinheiros,2008-11-05,5,2008-11-05T04:59:59Z,qua,13,-,Sim
NO,Pinheiros,2008-11-05,6,2008-11-05T05:59:59Z,qua,17,-,Sim
NO,Pinheiros,2008-11-05,7,2008-11-05T06:59:59Z,qua,108,-,Sim
NO,Pinheiros,2008-11-05,8,2008-11-05T07:59:59Z,qua,120,-,Sim
NO,Pinheiros,2008-11-05,9,2008-11-05T08:59:59Z,qua,135,-,Sim
NO,Pinheiros,2008-11-05,10,2008-11-05T09:59:59Z,qua,129,-,Sim
NO,Pinheiros,2008-11-05,11,2008-11-05T10:59:59Z,qua,51,-,Sim
NO,Pinheiros,2008-11-05,12,2008-11-05T11:59:59Z,qua,30,-,Sim
NO,Pinheiros,2008-11-05,13,2008-11-05T12:59:59Z,qua,17,-,Sim
NO,Pinheiros,2008-11-05,14,2008-11-05T13:59:59Z,qua,17,-,Sim
NO,Pinheiros,2008-11-05,15,2008-11-05T14:59:59Z,qua,9,-,Sim
NO,Pinheiros,2008-11-05,16,2008-11-05T15:59:59Z,qua,4,-,Sim
NO,Pinheiros,2008-11-05,17,2008-11-05T16:59:59Z,qua,1,-,Sim
NO,Pinheiros,2008-11-05,18,2008-11-05T17:59:59Z,qua,2,-,Sim
NO,Pinheiros,2008-11-05,19,2008-11-05T18:59:59Z,qua,3,-,Sim
NO,Pinheiros,2008-11-05,20,2008-11-05T19:59:59Z,qua,1,-,Sim
NO,Pinheiros,2008-11-05,21,2008-11-05T20:59:59Z,qua,6,-,Sim
NO,Pinheiros,2008-11-05,22,2008-11-05T21:59:59Z,qua,113,-,Sim
NO,Pinheiros,2008-11-05,23,2008-11-05T22:59:59Z,qua,74,-,Sim
NO,Pinheiros,2008-11-05,24,2008-11-05T23:59:59Z,qua,36,-,Sim
NO,Pinheiros,2008-11-06,1,2008-11-06T00:59:59Z,qui,75,-,Não
NO,Pinheiros,2008-11-06,2,2008-11-06T01:59:59Z,qui,15,-,Sim
NO,Pinheiros,2008-11-06,3,2008-11-06T02:59:59Z,qui,24,-,Sim
NO,Pinheiros,2008-11-06,4,2008-11-06T03:59:59Z,qui,40,-,Sim
NO,Pinheiros,2008-11-06,5,2008-11-06T04:59:59Z,qui,23,-,Sim
NO,Pinheiros,2008-11-06,6,2008-11-06T05:59:59Z,qui,38,-,Sim
NO,Pinheiros,2008-11-06,7,2008-11-06T06:59:59Z,qui,125,-,Sim
NO,Pinheiros,2008-11-06,8,2008-11-06T07:59:59Z,qui,219,-,Não
NO,Pinheiros,2008-11-06,9,2008-11-06T08:59:59Z,qui,210,-,Não
NO,Pinheiros,2008-11-06,10,2008-11-06T09:59:59Z,qui,116,-,Sim
NO,Pinheiros,2008-11-06,11,2008-11-06T10:59:59Z,qui,77,-,Sim
NO,Pinheiros,2008-11-06,12,2008-11-06T11:59:59Z,qui,52,-,Não
NO,Pinheiros,2008-11-06,13,2008-11-06T12:59:59Z,qui,69,-,Sim
NO,Pinheiros,2008-11-06,14,2008-11-06T13:59:59Z,qui,92,-,Sim
NO,Pinheiros,2008-11-06,15,2008-11-06T14:59:59Z,qui,40,-,Sim
NO,Pinheiros,2008-11-06,16,2008-11-06T15:59:59Z,qui,89,-,Não
NO,Pinheiros,2008-11-06,17,2008-11-06T16:59:59Z,qui,57,-,Sim
NO,Pinheiros,2008-11-06,18,2008-11-06T17:59:59Z,qui,110,-,Não
NO,Pinheiros,2008-11-06,19,2008-11-06T18:59:59Z,qui,84,-,Sim
NO,Pinheiros,2008-11-06,20,2008-11-06T19:59:59Z,qui,67,-,Sim
NO,Pinheiros,2008-11-06,21,2008-11-06T20:59:59Z,qui,54,-,Sim
NO,Pinheiros,2008-11-06,22,2008-11-06T21:59:59Z,qui,39,-,Sim
NO,Pinheiros,2008-11-06,23,2008-11-06T22:59:59Z,qui,42,-,Sim
NO,Pinheiros,2008-11-06,24,2008-11-06T23:59:59Z,qui,71,-,Sim
NO,Pinheiros,2008-11-07,1,2008-11-07T00:59:59Z,sex,98,-,Não
NO,Pinheiros,2008-11-07,2,2008-11-07T01:59:59Z,sex,10,-,Sim
NO,Pinheiros,2008-11-07,3,2008-11-07T02:59:59Z,sex,3,-,Sim
NO,Pinheiros,2008-11-07,4,2008-11-07T03:59:59Z,sex,2,-,Sim
NO,Pinheiros,2008-11-07,5,2008-11-07T04:59:59Z,sex,3,-,Sim
NO,Pinheiros,2008-11-07,6,2008-11-07T05:59:59Z,sex,7,-,Sim
NO,Pinheiros,2008-11-07,7,2008-11-07T06:59:59Z,sex,29,-,Sim
NO,Pinheiros,2008-11-07,8,2008-11-07T07:59:59Z,sex,68,-,Sim
NO,Pinheiros,2008-11-07,9,2008-11-07T08:59:59Z,sex,60,-,Sim
NO,Pinheiros,2008-11-07,10,2008-11-07T09:59:59Z,sex,70,-,Sim
NO,Pinheiros,2008-11-07,11,2008-11-07T10:59:59Z,sex,81,-,Sim
NO,Pinheiros,2008-11-07,12,2008-11-07T11:59:59Z,sex,38,-,Sim
NO,Pinheiros,2008-11-07,13,2008-11-07T12:59:59Z,sex,37,-,Sim
NO,Pinheiros,2008-11-07,14,2008-11-07T13:59:59Z,sex,32,-,Sim
NO,Pinheiros,2008-11-07,15,2008-11-07T14:59:59Z,sex,31,-,Sim
NO,Pinheiros,2008-11-07,16,2008-11-07T15:59:59Z,sex,33,-,Sim
NO,Pinheiros,2008-11-07,17,2008-11-07T16:59:59Z,sex,22,-,Sim
NO,Pinheiros,2008-11-07,18,2008-11-07T17:59:59Z,sex,18,-,Sim
NO,Pinheiros,2008-11-07,19,2008-11-07T18:59:59Z,sex,8,-,Sim
NO,Pinheiros,2008-11-07,20,2008-11-07T19:59:59Z,sex,10,-,Sim
NO,Pinheiros,2008-11-07,21,2008-11-07T20:59:59Z,sex,17,-,Sim
NO,Pinheiros,2008-11-07,22,2008-11-07T21:59:59Z,sex,41,-,Sim
NO,Pinheiros,2008-11-07,23,2008-11-07T22:59:59Z,sex,22,-,Sim
NO,Pinheiros,2008-11-07,24,2008-11-07T23:59:59Z,sex,8,-,Sim
NO,Pinheiros,2008-11-08,1,2008-11-08T00:59:59Z,sáb,101,-,Não
NO,Pinheiros,2008-11-08,2,2008-11-08T01:59:59Z,sáb,56,-,Sim
NO,Pinheiros,2008-11-08,3,2008-11-08T02:59:59Z,sáb,41,-,Sim
NO,Pinheiros,2008-11-08,4,2008-11-08T03:59:59Z,sáb,39,-,Sim
NO,Pinheiros,2008-11-08,5,2008-11-08T04:59:59Z,sáb,59,-,Sim
NO,Pinheiros,2008-11-08,6,2008-11-08T05:59:59Z,sáb,113,-,Sim
NO,Pinheiros,2008-11-08,7,2008-11-08T06:59:59Z,sáb,109,-,Sim
NO,Pinheiros,2008-11-08,8,2008-11-08T07:59:59Z,sáb,171,-,Sim
NO,Pinheiros,2008-11-08,9,2008-11-08T08:59:59Z,sáb,73,-,Sim
NO,Pinheiros,2008-11-08,10,2008-11-08T09:59:59Z,sáb,28,-,Sim
NO,Pinheiros,2008-11-08,11,2008-11-08T10:59:59Z,sáb,33,-,Sim
NO,Pinheiros,2008-11-08,12,2008-11-08T11:59:59Z,sáb,18,-,Sim
NO,Pinheiros,2008-11-08,13,2008-11-08T12:59:59Z,sáb,21,-,Sim
NO,Pinheiros,2008-11-08,14,2008-11-08T13:59:59Z,sáb,27,-,Sim
NO,Pinheiros,2008-11-08,15,2008-11-08T14:59:59Z,sáb,9,-,Sim
NO,Pinheiros,2008-11-08,16,2008-11-08T15:59:59Z,sáb,5,-,Sim
NO,Pinheiros,2008-11-08,17,2008-11-08T16:59:59Z,sáb,4,-,Sim
NO,Pinheiros,2008-11-08,18,2008-11-08T17:59:59Z,sáb,4,-,Sim
NO,Pinheiros,2008-11-08,19,2008-11-08T18:59:59Z,sáb,4,-,Sim
NO,Pinheiros,2008-11-08,20,2008-11-08T19:59:59Z,sáb,5,-,Sim
NO,Pinheiros,2008-11-08,21,2008-11-08T20:59:59Z,sáb,4,-,Sim
NO,Pinheiros,2008-11-08,22,2008-11-08T21:59:59Z,sáb,6,-,Sim
NO,Pinheiros,2008-11-08,23,2008-11-08T22:59:59Z,sáb,4,-,Sim
NO,Pinheiros,2008-11-08,24,2008-11-08T23:59:59Z,sáb,5,-,Sim
NO,Pinheiros,2008-11-09,1,2008-11-09T00:59:59Z,dom,71,-,Não
NO,Pinheiros,2008-11-09,2,2008-11-09T01:59:59Z,dom,2,-,Sim
NO,Pinheiros,2008-11-09,3,2008-11-09T02:59:59Z,dom,14,-,Sim
NO,Pinheiros,2008-11-09,4,2008-11-09T03:59:59Z,dom,20,-,Sim
NO,Pinheiros,2008-11-09,5,2008-11-09T04:59:59Z,dom,18,-,Sim
NO,Pinheiros,2008-11-09,6,2008-11-09T05:59:59Z,dom,87,-,Sim
NO,Pinheiros,2008-11-09,7,2008-11-09T06:59:59Z,dom,176,-,Sim
NO,Pinheiros,2008-11-09,8,2008-11-09T07:59:59Z,dom,105,-,Sim
NO,Pinheiros,2008-11-09,9,2008-11-09T08:59:59Z,dom,52,-,Sim
NO,Pinheiros,2008-11-09,10,2008-11-09T09:59:59Z,dom,15,-,Sim
NO,Pinheiros,2008-11-09,11,2008-11-09T10:59:59Z,dom,3,-,Sim
NO,Pinheiros,2008-11-09,12,2008-11-09T11:59:59Z,dom,1,-,Sim
NO,Pinheiros,2008-11-09,13,2008-11-09T12:59:59Z,dom,1,-,Sim
NO,Pinheiros,2008-11-09,14,2008-11-09T13:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,15,2008-11-09T14:59:59Z,dom,2,-,Sim
NO,Pinheiros,2008-11-09,16,2008-11-09T15:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,17,2008-11-09T16:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,18,2008-11-09T17:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,19,2008-11-09T18:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,20,2008-11-09T19:59:59Z,dom,0,-,Sim
NO,Pinheiros,2008-11-09,21,2008-11-09T20:59:59Z,dom,2,-,Sim
NO,Pinheiros,2008-11-09,22,2008-11-09T21:59:59Z,dom,1,-,Sim
NO,Pinheiros,2008-11-09,23,2008-11-09T22:59:59Z,dom,1,-,Sim
NO,Pinheiros,2008-11-09,24,2008-11-09T23:59:59Z,dom,2,-,Sim
NO,Pinheiros,2008-11-10,1,2008-11-10T00:59:59Z,seg,64,-,Não
NO,Pinheiros,2008-11-10,2,2008-11-10T01:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-10,3,2008-11-10T02:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-10,4,2008-11-10T03:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-10,5,2008-11-10T04:59:59Z,seg,0,-,Sim
NO,Pinheiros,2008-11-10,6,2008-11-10T05:59:59Z,seg,2,-,Sim
NO,Pinheiros,2008-11-10,7,2008-11-10T06:59:59Z,seg,19,-,Sim
NO,Pinheiros,2008-11-10,8,2008-11-10T07:59:59Z,seg,42,-,Sim
NO,Pinheiros,2008-11-10,9,2008-11-10T08:59:59Z,seg,42,-,Sim
NO,Pinheiros,2008-11-10,10,2008-11-10T09:59:59Z,seg,49,-,Sim
NO,Pinheiros,2008-11-10,11,2008-11-10T10:59:59Z,seg,18,-,Sim
NO,Pinheiros,2008-11-10,12,2008-11-10T11:59:59Z,seg,5,-,Sim
NO,Pinheiros,2008-11-10,13,2008-11-10T12:59:59Z,seg,8,-,Sim
NO,Pinheiros,2008-11-10,14,2008-11-10T13:59:59Z,seg,6,-,Sim
NO,Pinheiros,2008-11-10,15,2008-11-10T14:59:59Z,seg,4,-,Sim
NO,Pinheiros,2008-11-10,16,2008-11-10T15:59:59Z,seg,3,-,Sim
NO,Pinheiros,2008-11-10,17,2008-11-10T16:59:59Z,seg,2,-,Sim
NO,Pinheiros,2008-11-10,18,2008-11-10T17:59:59Z,seg,7,-,Sim
NO,Pinheiros,2008-11-10,19,2008-11-10T18:59:59Z,seg,10,-,Sim
NO,Pinheiros,2008-11-10,20,2008-11-10T19:59:59Z,seg,10,-,Sim
NO,Pinheiros,2008-11-10,21,2008-11-10T20:59:59Z,seg,6,-,Sim
NO,Pinheiros,2008-11-10,22,2008-11-10T21:59:59Z,seg,10,-,Sim
NO,Pinheiros,2008-11-10,23,2008-11-10T22:59:59Z,seg,5,-,Sim
NO,Pinheiros,2008-11-10,24,2008-11-10T23:59:59Z,seg,5,-,Sim
NO,Pinheiros,2008-11-11,1,2008-11-11T00:59:59Z,ter,54,-,Não
NO,Pinheiros,2008-11-11,2,2008-11-11T01:59:59Z,ter,1,-,Sim
NO,Pinheiros,2008-11-11,3,2008-11-11T02:59:59Z,ter,0,-,Sim
NO,Pinheiros,2008-11-11,4,2008-11-11T03:59:59Z,ter,2,-,Sim
NO,Pinheiros,2008-11-11,5,2008-11-11T04:59:59Z,ter,0,-,Sim
NO,Pinheiros,2008-11-11,6,2008-11-11T05:59:59Z,ter,1,-,Sim
NO,Pinheiros,2008-11-11,7,2008-11-11T06:59:59Z,ter,11,-,Sim
NO,Pinheiros,2008-11-11,8,2008-11-11T07:59:59Z,ter,15,-,Sim
NO,Pinheiros,2008-11-11,9,2008-11-11T08:59:59Z,ter,24,-,Sim
NO,Pinheiros,2008-11-11,10,2008-11-11T09:59:59Z,ter,14,-,Não
NO,Pinheiros,2008-11-11,11,2008-11-11T10:59:59Z,ter,12,-,Sim
NO,Pinheiros,2008-11-11,12,2008-11-11T11:59:59Z,ter,14,-,Sim
NO,Pinheiros,2008-11-11,13,2008-11-11T12:59:59Z,ter,9,-,Não
NO,Pinheiros,2008-11-11,14,2008-11-11T13:59:59Z,ter,13,-,Não
NO,Pinheiros,2008-11-11,15,2008-11-11T14:59:59Z,ter,8,-,Sim
NO,Pinheiros,2008-11-11,16,2008-11-11T15:59:59Z,ter,9,-,Não
NO,Pinheiros,2008-11-11,17,2008-11-11T16:59:59Z,ter,13,-,Sim
NO,Pinheiros,2008-11-11,18,2008-11-11T17:59:59Z,ter,21,-,Sim
NO,Pinheiros,2008-11-11,19,2008-11-11T18:59:59Z,ter,21,-,Sim
NO,Pinheiros,2008-11-11,20,2008-11-11T19:59:59Z,ter,22,-,Sim
NO,Pinheiros,2008-11-11,21,2008-11-11T20:59:59Z,ter,15,-,Sim
NO,Pinheiros,2008-11-11,22,2008-11-11T21:59:59Z,ter,15,-,Sim
NO,Pinheiros,2008-11-11,23,2008-11-11T22:59:59Z,ter,10,-,Sim
NO,Pinheiros,2008-11-11,24,2008-11-11T23:59:59Z,ter,6,-,Sim
NO,Pinheiros,2008-11-12,1,2008-11-12T00:59:59Z,qua,76,-,Não
NO,Pinheiros,2008-11-12,2,2008-11-12T01:59:59Z,qua,1,-,Sim
NO,Pinheiros,2008-11-12,3,2008-11-12T02:59:59Z,qua,2,-,Sim
NO,Pinheiros,2008-11-12,4,2008-11-12T03:59:59Z,qua,1,-,Sim
NO,Pinheiros,2008-11-12,5,2008-11-12T04:59:59Z,qua,3,-,Sim
NO,Pinheiros,2008-11-12,6,2008-11-12T05:59:59Z,qua,6,-,Sim
NO,Pinheiros,2008-11-12,7,2008-11-12T06:59:59Z,qua,28,-,Sim
NO,Pinheiros,2008-11-12,8,2008-11-12T07:59:59Z,qua,37,-,Não
NO,Pinheiros,2008-11-12,9,2008-11-12T08:59:59Z,qua,75,-,Sim
NO,Pinheiros,2008-11-12,10,2008-11-12T09:59:59Z,qua,59,-,Sim
NO,Pinheiros,2008-11-12,11,2008-11-12T10:59:59Z,qua,39,-,Sim
NO,Pinheiros,2008-11-12,12,2008-11-12T11:59:59Z,qua,39,-,Sim
NO,Pinheiros,2008-11-12,13,2008-11-12T12:59:59Z,qua,49,-,Sim
NO,Pinheiros,2008-11-12,14,2008-11-12T13:59:59Z,qua,41,-,Sim
NO,Pinheiros,2008-11-12,15,2008-11-12T14:59:59Z,qua,27,-,Sim
NO,Pinheiros,2008-11-12,16,2008-11-12T15:59:59Z,qua,33,-,Sim
NO,Pinheiros,2008-11-12,17,2008-11-12T16:59:59Z,qua,40,-,Sim
NO,Pinheiros,2008-11-12,18,2008-11-12T17:59:59Z,qua,39,-,Sim
NO,Pinheiros,2008-11-12,19,2008-11-12T18:59:59Z,qua,22,-,Sim
NO,Pinheiros,2008-11-12,20,2008-11-12T19:59:59Z,qua,41,-,Sim
NO,Pinheiros,2008-11-12,21,2008-11-12T20:59:59Z,qua,54,-,Sim
NO,Pinheiros,2008-11-12,22,2008-11-12T21:59:59Z,qua,78,-,Sim
NO,Pinheiros,2008-11-12,23,2008-11-12T22:59:59Z,qua,46,-,Sim
NO,Pinheiros,2008-11-12,24,2008-11-12T23:59:59Z,qua,49,-,Sim
NO,Pinheiros,2008-11-13,1,2008-11-13T00:59:59Z,qui,67,-,Não
NO,Pinheiros,2008-11-13,2,2008-11-13T01:59:59Z,qui,29,-,Sim
NO,Pinheiros,2008-11-13,3,2008-11-13T02:59:59Z,qui,10,-,Sim
NO,Pinheiros,2008-11-13,4,2008-11-13T03:59:59Z,qui,9,-,Sim
NO,Pinheiros,2008-11-13,5,2008-11-13T04:59:59Z,qui,5,-,Sim
NO,Pinheiros,2008-11-13,6,2008-11-13T05:59:59Z,qui,3,-,Sim
NO,Pinheiros,2008-11-13,7,2008-11-13T06:59:59Z,qui,50,-,Sim
NO,Pinheiros,2008-11-13,8,2008-11-13T07:59:59Z,qui,79,-,Sim
NO,Pinheiros,2008-11-13,9,2008-11-13T08:59:59Z,qui,78,-,Sim
NO,Pinheiros,2008-11-13,10,2008-11-13T09:59:59Z,qui,20,-,Sim
NO,Pinheiros,2008-11-13,11,2008-11-13T10:59:59Z,qui,23,-,Sim
NO,Pinheiros,2008-11-13,12,2008-11-13T11:59:59Z,qui,24,-,Sim
NO,Pinheiros,2008-11-13,13,2008-11-13T12:59:59Z,qui,19,-,Sim
NO,Pinheiros,2008-11-13,14,2008-11-13T13:59:59Z,qui,14,-,Sim
NO,Pinheiros,2008-11-13,15,2008-11-13T14:59:59Z,qui,12,-,Sim
NO,Pinheiros,2008-11-13,16,2008-11-13T15:59:59Z,qui,11,-,Sim
NO,Pinheiros,2008-11-13,17,2008-11-13T16:59:59Z,qui,23,-,Não
NO,Pinheiros,2008-11-13,18,2008-11-13T17:59:59Z,qui,20,-,Sim
NO,Pinheiros,2008-11-13,19,2008-11-13T18:59:59Z,qui,16,-,Sim
NO,Pinheiros,2008-11-13,20,2008-11-13T19:59:59Z,qui,14,-,Sim
NO,Pinheiros,2008-11-13,21,2008-11-13T20:59:59Z,qui,18,-,Sim
NO,Pinheiros,2008-11-13,22,2008-11-13T21:59:59Z,qui,33,-,Sim
NO,Pinheiros,2008-11-13,23,2008-11-13T22:59:59Z,qui,25,-,Sim
NO,Pinheiros,2008-11-13,24,2008-11-13T23:59:59Z,qui,12,-,Sim
NO,Pinheiros,2008-11-14,1,2008-11-14T00:59:59Z,sex,76,-,Não
NO,Pinheiros,2008-11-14,2,2008-11-14T01:59:59Z,sex,9,-,Sim
NO,Pinheiros,2008-11-14,3,2008-11-14T02:59:59Z,sex,9,-,Sim
NO,Pinheiros,2008-11-14,4,2008-11-14T03:59:59Z,sex,11,-,Sim
NO,Pinheiros,2008-11-14,5,2008-11-14T04:59:59Z,sex,1,-,Sim
NO,Pinheiros,2008-11-14,6,2008-11-14T05:59:59Z,sex,11,-,Sim
NO,Pinheiros,2008-11-14,7,2008-11-14T06:59:59Z,sex,77,-,Sim
NO,Pinheiros,2008-11-14,8,2008-11-14T07:59:59Z,sex,125,-,Sim
