parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Congonhas,2010-01-01,1,10,-,2010-01-01T00:00:00Z,Fri
MP10,Congonhas,2010-01-01,2,21,-,2010-01-01T01:00:00Z,Fri
MP10,Congonhas,2010-01-01,3,31,-,2010-01-01T02:00:00Z,Fri
MP10,Congonhas,2010-01-01,4,18,-,2010-01-01T03:00:00Z,Fri
MP10,Congonhas,2010-01-01,5,7,-,2010-01-01T04:00:00Z,Fri
MP10,Congonhas,2010-01-01,6,3,-,2010-01-01T05:00:00Z,Fri
MP10,Congonhas,2010-01-01,7,4,-,2010-01-01T06:00:00Z,Fri
MP10,Congonhas,2010-01-01,8,3,-,2010-01-01T07:00:00Z,Fri
MP10,Congonhas,2010-01-01,9,2,-,2010-01-01T08:00:00Z,Fri
MP10,Congonhas,2010-01-01,10,2,-,2010-01-01T09:00:00Z,Fri
MP10,Congonhas,2010-01-01,11,3,-,2010-01-01T10:00:00Z,Fri
MP10,Congonhas,2010-01-01,12,3,-,2010-01-01T11:00:00Z,Fri
MP10,Congonhas,2010-01-01,13,2,-,2010-01-01T12:00:00Z,Fri
MP10,Congonhas,2010-01-01,14,5,-,2010-01-01T13:00:00Z,Fri
MP10,Congonhas,2010-01-01,15,3,-,2010-01-01T14:00:00Z,Fri
MP10,Congonhas,2010-01-01,16,0,-,2010-01-01T15:00:00Z,Fri
MP10,Congonhas,2010-01-01,17,0,-,2010-01-01T16:00:00Z,Fri
MP10,Congonhas,2010-01-01,18,0,-,2010-01-01T17:00:00Z,Fri
MP10,Congonhas,2010-01-01,19,2,-,2010-01-01T18:00:00Z,Fri
MP10,Congonhas,2010-01-01,20,4,-,2010-01-01T19:00:00Z,Fri
MP10,Congonhas,2010-01-01,21,3,-,2010-01-01T20:00:00Z,Fri
MP10,Congonhas,2010-01-01,22,4,-,2010-01-01T21:00:00Z,Fri
MP10,Congonhas,2010-01-01,23,5,-,2010-01-01T22:00:00Z,Fri
MP10,Congonhas,2010-01-01,24,6,-,2010-01-01T23:00:00Z,Fri
MP10,Congonhas,2010-01-02,1,7,-,2010-01-02T00:00:00Z,Sat
MP10,Congonhas,2010-01-02,2,16,-,2010-01-02T01:00:00Z,Sat
MP10,Congonhas,2010-01-02,3,19,-,2010-01-02T02:00:00Z,Sat
MP10,Congonhas,2010-01-02,4,11,-,2010-01-02T03:00:00Z,Sat
MP10,Congonhas,2010-01-02,5,7,-,2010-01-02T04:00:00Z,Sat
MP10,Congonhas,2010-01-02,6,5,-,2010-01-02T05:00:00Z,Sat
MP10,Congonhas,2010-01-02,7,5,-,2010-01-02T06:00:00Z,Sat
MP10,Congonhas,2010-01-02,8,8,-,2010-01-02T07:00:00Z,Sat
MP10,Congonhas,2010-01-02,9,10,-,2010-01-02T08:00:00Z,Sat
MP10,Congonhas,2010-01-02,10,7,-,2010-01-02T09:00:00Z,Sat
MP10,Congonhas,2010-01-02,11,7,-,2010-01-02T10:00:00Z,Sat
MP10,Congonhas,2010-01-02,12,8,-,2010-01-02T11:00:00Z,Sat
MP10,Congonhas,2010-01-02,13,10,-,2010-01-02T12:00:00Z,Sat
MP10,Congonhas,2010-01-02,14,11,-,2010-01-02T13:00:00Z,Sat
MP10,Congonhas,2010-01-02,15,11,-,2010-01-02T14:00:00Z,Sat
MP10,Congonhas,2010-01-02,16,12,-,2010-01-02T15:00:00Z,Sat
MP10,Congonhas,2010-01-02,17,13,-,2010-01-02T16:00:00Z,Sat
MP10,Congonhas,2010-01-02,18,17,-,2010-01-02T17:00:00Z,Sat
MP10,Congonhas,2010-01-02,19,14,-,2010-01-02T18:00:00Z,Sat
MP10,Congonhas,2010-01-02,20,6,-,2010-01-02T19:00:00Z,Sat
MP10,Congonhas,2010-01-02,21,7,-,2010-01-02T20:00:00Z,Sat
MP10,Congonhas,2010-01-02,22,7,-,2010-01-02T21:00:00Z,Sat
MP10,Congonhas,2010-01-02,23,10,-,2010-01-02T22:00:00Z,Sat
MP10,Congonhas,2010-01-02,24,13,-,2010-01-02T23:00:00Z,Sat
MP10,Congonhas,2010-01-03,1,12,-,2010-01-03T00:00:00Z,Sun
MP10,Congonhas,2010-01-03,2,16,-,2010-01-03T01:00:00Z,Sun
MP10,Congonhas,2010-01-03,3,23,-,2010-01-03T02:00:00Z,Sun
MP10,Congonhas,2010-01-03,4,24,-,2010-01-03T03:00:00Z,Sun
MP10,Congonhas,2010-01-03,5,23,-,2010-01-03T04:00:00Z,Sun
MP10,Congonhas,2010-01-03,6,26,-,2010-01-03T05:00:00Z,Sun
MP10,Congonhas,2010-01-03,7,25,-,2010-01-03T06:00:00Z,Sun
MP10,Congonhas,2010-01-03,8,20,-,2010-01-03T07:00:00Z,Sun
MP10,Congonhas,2010-01-03,9,13,-,2010-01-03T08:00:00Z,Sun
MP10,Congonhas,2010-01-03,10,14,-,2010-01-03T09:00:00Z,Sun
MP10,Congonhas,2010-01-03,11,16,-,2010-01-03T10:00:00Z,Sun
MP10,Congonhas,2010-01-03,12,12,-,2010-01-03T11:00:00Z,Sun
MP10,Congonhas,2010-01-03,13,8,-,2010-01-03T12:00:00Z,Sun
MP10,Congonhas,2010-01-03,14,7,-,2010-01-03T13:00:00Z,Sun
MP10,Congonhas,2010-01-03,15,14,-,2010-01-03T14:00:00Z,Sun
MP10,Congonhas,2010-01-03,16,32,-,2010-01-03T15:00:00Z,Sun
MP10,Congonhas,2010-01-03,17,27,-,2010-01-03T16:00:00Z,Sun
MP10,Congonhas,2010-01-03,18,19,-,2010-01-03T17:00:00Z,Sun
MP10,Congonhas,2010-01-03,19,16,-,2010-01-03T18:00:00Z,Sun
MP10,Congonhas,2010-01-03,20,13,-,2010-01-03T19:00:00Z,Sun
MP10,Congonhas,2010-01-03,21,15,-,2010-01-03T20:00:00Z,Sun
MP10,Congonhas,2010-01-03,22,16,-,2010-01-03T21:00:00Z,Sun
MP10,Congonhas,2010-01-03,23,17,-,2010-01-03T22:00:00Z,Sun
MP10,Congonhas,2010-01-03,24,16,-,2010-01-03T23:00:00Z,Sun
MP10,Congonhas,2010-01-04,1,15,-,2010-01-04T00:00:00Z,Mon
MP10,Congonhas,2010-01-04,2,23,-,2010-01-04T01:00:00Z,Mon
MP10,Congonhas,2010-01-04,3,27,-,2010-01-04T02:00:00Z,Mon
MP10,Congonhas,2010-01-04,4,21,-,2010-01-04T03:00:00Z,Mon
MP10,Congonhas,2010-01-04,5,18,-,2010-01-04T04:00:00Z,Mon
MP10,Congonhas,2010-01-04,6,13,-,2010-01-04T05:00:00Z,Mon
MP10,Congonhas,2010-01-04,7,11,-,2010-01-04T06:00:00Z,Mon
MP10,Congonhas,2010-01-04,8,12,-,2010-01-04T07:00:00Z,Mon
MP10,Congonhas,2010-01-04,9,13,-,2010-01-04T08:00:00Z,Mon
MP10,Congonhas,2010-01-04,10,14,-,2010-01-04T09:00:00Z,Mon
MP10,Congonhas,2010-01-04,11,14,-,2010-01-04T10:00:00Z,Mon
MP10,Congonhas,2010-01-04,12,15,-,2010-01-04T11:00:00Z,Mon
MP10,Congonhas,2010-01-04,13,22,-,2010-01-04T12:00:00Z,Mon
MP10,Congonhas,2010-01-04,14,22,-,2010-01-04T13:00:00Z,Mon
MP10,Congonhas,2010-01-04,15,17,-,2010-01-04T14:00:00Z,Mon
MP10,Congonhas,2010-01-04,16,30,-,2010-01-04T15:00:00Z,Mon
MP10,Congonhas,2010-01-04,17,38,-,2010-01-04T16:00:00Z,Mon
MP10,Congonhas,2010-01-04,18,22,-,2010-01-04T17:00:00Z,Mon
MP10,Congonhas,2010-01-04,19,15,-,2010-01-04T18:00:00Z,Mon
MP10,Congonhas,2010-01-04,20,15,-,2010-01-04T19:00:00Z,Mon
MP10,Congonhas,2010-01-04,21,18,-,2010-01-04T20:00:00Z,Mon
MP10,Congonhas,2010-01-04,22,20,-,2010-01-04T21:00:00Z,Mon
MP10,Congonhas,2010-01-04,23,21,-,2010-01-04T22:00:00Z,Mon
MP10,Congonhas,2010-01-04,24,19,-,2010-01-04T23:00:00Z,Mon
MP10,Congonhas,2010-01-05,1,23,-,2010-01-05T00:00:00Z,Tue
MP10,Congonhas,2010-01-05,2,70,-,2010-01-05T01:00:00Z,Tue
MP10,Congonhas,2010-01-05,3,61,-,2010-01-05T02:00:00Z,Tue
MP10,Congonhas,2010-01-05,4,36,-,2010-01-05T03:00:00Z,Tue
MP10,Congonhas,2010-01-05,5,25,-,2010-01-05T04:00:00Z,Tue
MP10,Congonhas,2010-01-05,6,23,-,2010-01-05T05:00:00Z,Tue
MP10,Congonhas,2010-01-05,7,21,-,2010-01-05T06:00:00Z,Tue
MP10,Congonhas,2010-01-05,8,25,-,2010-01-05T07:00:00Z,Tue
MP10,Congonhas,2010-01-05,9,30,-,2010-01-05T08:00:00Z,Tue
MP10,Congonhas,2010-01-05,10,35,-,2010-01-05T09:00:00Z,Tue
MP10,Congonhas,2010-01-05,11,34,-,2010-01-05T10:00:00Z,Tue
MP10,Congonhas,2010-01-05,12,28,-,2010-01-05T11:00:00Z,Tue
MP10,Congonhas,2010-01-05,13,23,-,2010-01-05T12:00:00Z,Tue
MP10,Congonhas,2010-01-05,14,24,-,2010-01-05T13:00:00Z,Tue
MP10,Congonhas,2010-01-05,15,22,-,2010-01-05T14:00:00Z,Tue
MP10,Congonhas,2010-01-05,16,21,-,2010-01-05T15:00:00Z,Tue
MP10,Congonhas,2010-01-05,17,18,-,2010-01-05T16:00:00Z,Tue
MP10,Congonhas,2010-01-05,18,15,-,2010-01-05T17:00:00Z,Tue
MP10,Congonhas,2010-01-05,19,22,-,2010-01-05T18:00:00Z,Tue
MP10,Congonhas,2010-01-05,20,28,-,2010-01-05T19:00:00Z,Tue
MP10,Congonhas,2010-01-05,21,22,-,2010-01-05T20:00:00Z,Tue
MP10,Congonhas,2010-01-05,22,13,-,2010-01-05T21:00:00Z,Tue
MP10,Congonhas,2010-01-05,23,13,-,2010-01-05T22:00:00Z,Tue
MP10,Congonhas,2010-01-05,24,11,-,2010-01-05T23:00:00Z,Tue
MP10,Congonhas,2010-01-06,1,9,-,2010-01-06T00:00:00Z,Wed
MP10,Congonhas,2010-01-06,2,16,-,2010-01-06T01:00:00Z,Wed
MP10,Congonhas,2010-01-06,3,19,-,2010-01-06T02:00:00Z,Wed
