parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Interlagos,2016-01-01,1,29,-,2016-01-01T00:00:00Z,Fri
MP10,Interlagos,2016-01-01,2,38,-,2016-01-01T01:00:00Z,Fri
MP10,Interlagos,2016-01-01,3,34,-,2016-01-01T02:00:00Z,Fri
MP10,Interlagos,2016-01-01,4,21,-,2016-01-01T03:00:00Z,Fri
MP10,Interlagos,2016-01-01,5,15,-,2016-01-01T04:00:00Z,Fri
MP10,Interlagos,2016-01-01,6,12,-,2016-01-01T05:00:00Z,Fri
MP10,Interlagos,2016-01-01,7,6,-,2016-01-01T06:00:00Z,Fri
MP10,Interlagos,2016-01-01,8,4,-,2016-01-01T07:00:00Z,Fri
MP10,Interlagos,2016-01-01,9,2,-,2016-01-01T08:00:00Z,Fri
MP10,Interlagos,2016-01-01,10,4,-,2016-01-01T09:00:00Z,Fri
MP10,Interlagos,2016-01-01,11,9,-,2016-01-01T10:00:00Z,Fri
MP10,Interlagos,2016-01-01,12,6,-,2016-01-01T11:00:00Z,Fri
MP10,Interlagos,2016-01-01,13,5,-,2016-01-01T12:00:00Z,Fri
MP10,Interlagos,2016-01-01,14,14,-,2016-01-01T13:00:00Z,Fri
MP10,Interlagos,2016-01-01,15,6,-,2016-01-01T14:00:00Z,Fri
MP10,Interlagos,2016-01-01,16,14,-,2016-01-01T15:00:00Z,Fri
MP10,Interlagos,2016-01-01,17,12,-,2016-01-01T16:00:00Z,Fri
MP10,Interlagos,2016-01-01,18,16,-,2016-01-01T17:00:00Z,Fri
MP10,Interlagos,2016-01-01,19,19,-,2016-01-01T18:00:00Z,Fri
MP10,Interlagos,2016-01-01,20,31,-,2016-01-01T19:00:00Z,Fri
MP10,Interlagos,2016-01-01,21,38,-,2016-01-01T20:00:00Z,Fri
MP10,Interlagos,2016-01-01,22,25,-,2016-01-01T21:00:00Z,Fri
MP10,Interlagos,2016-01-01,23,22,-,2016-01-01T22:00:00Z,Fri
MP10,Interlagos,2016-01-01,24,47,-,2016-01-01T23:00:00Z,Fri
MP10,Interlagos,2016-01-02,1,11,-,2016-01-02T00:00:00Z,Sat
MP10,Interlagos,2016-01-02,2,30,-,2016-01-02T01:00:00Z,Sat
MP10,Interlagos,2016-01-02,3,17,-,2016-01-02T02:00:00Z,Sat
MP10,Interlagos,2016-01-02,4,4,-,2016-01-02T03:00:00Z,Sat
MP10,Interlagos,2016-01-02,5,9,-,2016-01-02T04:00:00Z,Sat
MP10,Interlagos,2016-01-02,6,6,-,2016-01-02T05:00:00Z,Sat
MP10,Interlagos,2016-01-02,7,1,-,2016-01-02T06:00:00Z,Sat
MP10,Interlagos,2016-01-02,8,7,-,2016-01-02T07:00:00Z,Sat
MP10,Interlagos,2016-01-02,9,3,-,2016-01-02T08:00:00Z,Sat
MP10,Interlagos,2016-01-02,10,16,-,2016-01-02T09:00:00Z,Sat
MP10,Interlagos,2016-01-02,11,46,-,2016-01-02T10:00:00Z,Sat
MP10,Interlagos,2016-01-02,12,49,-,2016-01-02T11:00:00Z,Sat
MP10,Interlagos,2016-01-02,13,23,-,2016-01-02T12:00:00Z,Sat
MP10,Interlagos,2016-01-02,14,2,-,2016-01-02T13:00:00Z,Sat
MP10,Interlagos,2016-01-02,15,12,-,2016-01-02T14:00:00Z,Sat
MP10,Interlagos,2016-01-02,16,19,-,2016-01-02T15:00:00Z,Sat
MP10,Interlagos,2016-01-02,17,7,-,2016-01-02T16:00:00Z,Sat
MP10,Interlagos,2016-01-02,18,0,-,2016-01-02T17:00:00Z,Sat
