parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,N.Senhora do Ó,2010-01-01,1,61,-,2010-01-01T00:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,2,107,-,2010-01-01T01:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,3,66,-,2010-01-01T02:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,4,28,-,2010-01-01T03:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,5,9,-,2010-01-01T04:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,6,8,-,2010-01-01T05:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,7,10,-,2010-01-01T06:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,8,4,-,2010-01-01T07:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,9,8,-,2010-01-01T08:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,10,4,-,2010-01-01T09:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,11,9,-,2010-01-01T10:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,12,1,-,2010-01-01T11:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,13,6,-,2010-01-01T12:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,14,6,-,2010-01-01T13:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,15,9,-,2010-01-01T14:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,16,5,-,2010-01-01T15:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,17,14,-,2010-01-01T16:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,18,11,-,2010-01-01T17:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,19,4,-,2010-01-01T18:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,20,15,-,2010-01-01T19:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,21,5,-,2010-01-01T20:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,22,9,-,2010-01-01T21:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,23,13,-,2010-01-01T22:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-01,24,11,-,2010-01-01T23:00:00Z,Fri
MP10,N.Senhora do Ó,2010-01-02,1,25,-,2010-01-02T00:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,2,28,-,2010-01-02T01:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,3,68,-,2010-01-02T02:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,4,16,-,2010-01-02T03:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,5,8,-,2010-01-02T04:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,6,7,-,2010-01-02T05:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,7,5,-,2010-01-02T06:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,8,9,-,2010-01-02T07:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,9,3,-,2010-01-02T08:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,10,11,-,2010-01-02T09:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,11,3,-,2010-01-02T10:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,12,9,-,2010-01-02T11:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,13,12,-,2010-01-02T12:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,14,16,-,2010-01-02T13:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,15,10,-,2010-01-02T14:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,16,13,-,2010-01-02T15:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,17,13,-,2010-01-02T16:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,18,30,-,2010-01-02T17:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,19,8,-,2010-01-02T18:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,20,20,-,2010-01-02T19:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,21,24,-,2010-01-02T20:00:00Z,Sat
MP10,N.Senhora do Ó,2010-01-02,22,25,-,2010-01-02T21:00:00Z,Sat
