parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Parque D.Pedro II,2009-01-01,1,40,-,2009-01-01T00:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,2,76,-,2009-01-01T01:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,3,98,-,2009-01-01T02:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,4,95,-,2009-01-01T03:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,5,94,-,2009-01-01T04:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,6,37,-,2009-01-01T05:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,7,16,-,2009-01-01T06:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,8,18,-,2009-01-01T07:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,9,10,-,2009-01-01T08:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,10,17,-,2009-01-01T09:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,11,7,-,2009-01-01T10:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,12,0,-,2009-01-01T11:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,13,0,-,2009-01-01T12:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,14,0,-,2009-01-01T13:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,15,0,-,2009-01-01T14:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,16,0,-,2009-01-01T15:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,17,0,-,2009-01-01T16:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,18,3,-,2009-01-01T17:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,19,179,-,2009-01-01T18:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,20,259,-,2009-01-01T19:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,21,162,-,2009-01-01T20:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,22,49,-,2009-01-01T21:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,23,42,-,2009-01-01T22:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-01,24,26,-,2009-01-01T23:00:00Z,Thu
MP10,Parque D.Pedro II,2009-01-02,1,42,-,2009-01-02T00:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,2,32,-,2009-01-02T01:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,3,0,-,2009-01-02T02:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,4,163,-,2009-01-02T03:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,5,5,-,2009-01-02T04:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,6,17,-,2009-01-02T05:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,7,25,-,2009-01-02T06:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,8,20,-,2009-01-02T07:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,9,27,-,2009-01-02T08:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,10,14,-,2009-01-02T09:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,11,18,-,2009-01-02T10:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,12,14,-,2009-01-02T11:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,13,9,-,2009-01-02T12:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,14,17,-,2009-01-02T13:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,15,0,-,2009-01-02T14:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,16,0,-,2009-01-02T15:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,17,29,-,2009-01-02T16:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,18,18,-,2009-01-02T17:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,19,2,-,2009-01-02T18:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,20,0,-,2009-01-02T19:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,21,16,-,2009-01-02T20:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,22,0,-,2009-01-02T21:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,23,36,-,2009-01-02T22:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-02,24,0,-,2009-01-02T23:00:00Z,Fri
MP10,Parque D.Pedro II,2009-01-03,1,28,-,2009-01-03T00:00:00Z,Sat
MP10,Parque D.Pedro II,2009-01-03,2,228,-,2009-01-03T01:00:00Z,Sat
MP10,Parque D.Pedro II,2009-01-03,3,0,-,2009-01-03T02:00:00Z,Sat
MP10,Parque D.Pedro II,2009-01-03,4,25,-,2009-01-03T03:00:00Z,Sat
MP10,Parque D.Pedro II,2009-01-03,5,14,-,2009-01-03T04:00:00Z,Sat
MP10,Parque D.Pedro II,2009-01-03,6,23,-,2009-01-03T05:00:00Z,Sat
