parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Grajaú-Parelheiros,2011-01-01,1,79,-,2011-01-01T00:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,2,120,-,2011-01-01T01:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,3,52,-,2011-01-01T02:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,4,37,-,2011-01-01T03:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,5,26,-,2011-01-01T04:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,6,32,-,2011-01-01T05:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,7,19,-,2011-01-01T06:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,8,23,-,2011-01-01T07:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,9,7,-,2011-01-01T08:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,10,5,-,2011-01-01T09:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,11,13,-,2011-01-01T10:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,12,10,-,2011-01-01T11:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,13,16,-,2011-01-01T12:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,14,11,-,2011-01-01T13:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,15,18,-,2011-01-01T14:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,16,20,-,2011-01-01T15:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,17,10,-,2011-01-01T16:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,18,9,-,2011-01-01T17:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,19,14,-,2011-01-01T18:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,20,1,-,2011-01-01T19:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,21,2,-,2011-01-01T20:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,22,1,-,2011-01-01T21:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,23,7,-,2011-01-01T22:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-01,24,2,-,2011-01-01T23:00:00Z,Sat
MP10,Grajaú-Parelheiros,2011-01-02,1,5,-,2011-01-02T00:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,2,91,-,2011-01-02T01:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,3,39,-,2011-01-02T02:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,4,18,-,2011-01-02T03:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,5,14,-,2011-01-02T04:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,6,8,-,2011-01-02T05:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,7,13,-,2011-01-02T06:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,8,11,-,2011-01-02T07:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,9,8,-,2011-01-02T08:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,10,7,-,2011-01-02T09:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,11,20,-,2011-01-02T10:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,12,10,-,2011-01-02T11:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,13,12,-,2011-01-02T12:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,14,4,-,2011-01-02T13:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,15,6,-,2011-01-02T14:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,16,4,-,2011-01-02T15:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,17,5,-,2011-01-02T16:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,18,7,-,2011-01-02T17:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,19,3,-,2011-01-02T18:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,20,0,-,2011-01-02T19:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,21,18,-,2011-01-02T20:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,22,6,-,2011-01-02T21:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,23,10,-,2011-01-02T22:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-02,24,1,-,2011-01-02T23:00:00Z,Sun
MP10,Grajaú-Parelheiros,2011-01-03,1,2,-,2011-01-03T00:00:00Z,Mon
