parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,N.Senhora do Ó,2016-01-01,1,96,-,2016-01-01T00:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,2,121,-,2016-01-01T01:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,3,28,-,2016-01-01T02:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,4,18,-,2016-01-01T03:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,5,2,-,2016-01-01T04:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,6,11,-,2016-01-01T05:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,7,14,-,2016-01-01T06:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,8,5,-,2016-01-01T07:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,9,5,-,2016-01-01T08:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,10,13,-,2016-01-01T09:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,11,12,-,2016-01-01T10:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,12,3,-,2016-01-01T11:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,13,16,-,2016-01-01T12:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,14,4,-,2016-01-01T13:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,15,13,-,2016-01-01T14:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,16,13,-,2016-01-01T15:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,17,15,-,2016-01-01T16:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,18,4,-,2016-01-01T17:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,19,8,-,2016-01-01T18:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,20,9,-,2016-01-01T19:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,21,7,-,2016-01-01T20:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,22,14,-,2016-01-01T21:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,23,6,-,2016-01-01T22:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-01,24,17,-,2016-01-01T23:00:00Z,Fri
MP10,N.Senhora do Ó,2016-01-02,1,82,-,2016-01-02T00:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,2,18,-,2016-01-02T01:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,3,16,-,2016-01-02T02:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,4,6,-,2016-01-02T03:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,5,8,-,2016-01-02T04:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,6,8,-,2016-01-02T05:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,7,13,-,2016-01-02T06:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,8,9,-,2016-01-02T07:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,9,12,-,2016-01-02T08:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,10,10,-,2016-01-02T09:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,11,5,-,2016-01-02T10:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,12,6,-,2016-01-02T11:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,13,7,-,2016-01-02T12:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,14,7,-,2016-01-02T13:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,15,6,-,2016-01-02T14:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,16,7,-,2016-01-02T15:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,17,7,-,2016-01-02T16:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,18,5,-,2016-01-02T17:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,19,8,-,2016-01-02T18:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,20,1,-,2016-01-02T19:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,21,6,-,2016-01-02T20:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,22,10,-,2016-01-02T21:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,23,2,-,2016-01-02T22:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-02,24,5,-,2016-01-02T23:00:00Z,Sat
MP10,N.Senhora do Ó,2016-01-03,1,25,-,2016-01-03T00:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,2,16,-,2016-01-03T01:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,3,9,-,2016-01-03T02:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,4,9,-,2016-01-03T03:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,5,6,-,2016-01-03T04:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,6,13,-,2016-01-03T05:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,7,3,-,2016-01-03T06:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,8,10,-,2016-01-03T07:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,9,5,-,2016-01-03T08:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,10,15,-,2016-01-03T09:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,11,1,-,2016-01-03T10:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,12,13,-,2016-01-03T11:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,13,6,-,2016-01-03T12:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,14,14,-,2016-01-03T13:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,15,11,-,2016-01-03T14:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,16,8,-,2016-01-03T15:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,17,16,-,2016-01-03T16:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,18,14,-,2016-01-03T17:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,19,11,-,2016-01-03T18:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,20,3,-,2016-01-03T19:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,21,9,-,2016-01-03T20:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,22,4,-,2016-01-03T21:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,23,12,-,2016-01-03T22:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-03,24,2,-,2016-01-03T23:00:00Z,Sun
MP10,N.Senhora do Ó,2016-01-04,1,52,-,2016-01-04T00:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,2,19,-,2016-01-04T01:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,3,10,-,2016-01-04T02:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,4,14,-,2016-01-04T03:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,5,5,-,2016-01-04T04:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,6,19,-,2016-01-04T05:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,7,63,-,2016-01-04T06:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,8,50,-,2016-01-04T07:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,9,14,-,2016-01-04T08:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,10,27,-,2016-01-04T09:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,11,19,-,2016-01-04T10:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,12,13,-,2016-01-04T11:00:00Z,Mon
MP10,N.Senhora do Ó,2016-01-04,13,20,-,2016-01-04T12:00:00Z,Mon
