parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Grajaú-Parelheiros,2016-01-14,16,0,-,2016-01-14T15:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,17,0,-,2016-01-14T16:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,18,0,-,2016-01-14T17:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,19,0,-,2016-01-14T18:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,20,0,-,2016-01-14T19:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,21,0,-,2016-01-14T20:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,22,0,-,2016-01-14T21:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,23,0,-,2016-01-14T22:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-14,24,0,-,2016-01-14T23:00:00Z,Thu
MP10,Grajaú-Parelheiros,2016-01-15,1,0,-,2016-01-15T00:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,2,0,-,2016-01-15T01:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,3,0,-,2016-01-15T02:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,4,0,-,2016-01-15T03:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,5,0,-,2016-01-15T04:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,6,0,-,2016-01-15T05:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,7,0,-,2016-01-15T06:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,8,0,-,2016-01-15T07:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,9,0,-,2016-01-15T08:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,10,0,-,2016-01-15T09:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,11,0,-,2016-01-15T10:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,12,0,-,2016-01-15T11:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,13,0,-,2016-01-15T12:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,14,0,-,2016-01-15T13:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,15,0,-,2016-01-15T14:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,16,0,-,2016-01-15T15:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,17,0,-,2016-01-15T16:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,18,0,-,2016-01-15T17:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,19,0,-,2016-01-15T18:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,20,0,-,2016-01-15T19:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,21,0,-,2016-01-15T20:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,22,0,-,2016-01-15T21:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,23,0,-,2016-01-15T22:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-15,24,0,-,2016-01-15T23:00:00Z,Fri
MP10,Grajaú-Parelheiros,2016-01-16,1,0,-,2016-01-16T00:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,2,0,-,2016-01-16T01:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,3,0,-,2016-01-16T02:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,4,0,-,2016-01-16T03:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,5,0,-,2016-01-16T04:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,6,0,-,2016-01-16T05:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,7,0,-,2016-01-16T06:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,8,0,-,2016-01-16T07:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,9,0,-,2016-01-16T08:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,10,0,-,2016-01-16T09:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,11,0,-,2016-01-16T10:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,12,0,-,2016-01-16T11:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,13,0,-,2016-01-16T12:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,14,0,-,2016-01-16T13:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,15,0,-,2016-01-16T14:00:00Z,Sat
MP10,Grajaú-Parelheiros,2016-01-16,16,0,-,2016-01-16T15:00:00Z,Sat
