parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Congonhas,2008-01-01,1,30,-,2008-01-01T00:00:00Z,Tue
MP10,Congonhas,2008-01-01,2,81,-,2008-01-01T01:00:00Z,Tue
MP10,Congonhas,2008-01-01,3,99,-,2008-01-01T02:00:00Z,Tue
MP10,Congonhas,2008-01-01,4,50,-,2008-01-01T03:00:00Z,Tue
MP10,Congonhas,2008-01-01,5,28,-,2008-01-01T04:00:00Z,Tue
MP10,Congonhas,2008-01-01,6,27,-,2008-01-01T05:00:00Z,Tue
MP10,Congonhas,2008-01-01,7,32,-,2008-01-01T06:00:00Z,Tue
MP10,Congonhas,2008-01-01,8,30,-,2008-01-01T07:00:00Z,Tue
MP10,Congonhas,2008-01-01,9,27,-,2008-01-01T08:00:00Z,Tue
MP10,Congonhas,2008-01-01,10,30,-,2008-01-01T09:00:00Z,Tue
MP10,Congonhas,2008-01-01,11,20,-,2008-01-01T10:00:00Z,Tue
MP10,Congonhas,2008-01-01,12,35,-,2008-01-01T11:00:00Z,Tue
MP10,Congonhas,2008-01-01,13,36,-,2008-01-01T12:00:00Z,Tue
MP10,Congonhas,2008-01-01,14,31,-,2008-01-01T13:00:00Z,Tue
MP10,Congonhas,2008-01-01,15,27,-,2008-01-01T14:00:00Z,Tue
MP10,Congonhas,2008-01-01,16,29,-,2008-01-01T15:00:00Z,Tue
MP10,Congonhas,2008-01-01,17,35,-,2008-01-01T16:00:00Z,Tue
MP10,Congonhas,2008-01-01,18,38,-,2008-01-01T17:00:00Z,Tue
MP10,Congonhas,2008-01-01,19,49,-,2008-01-01T18:00:00Z,Tue
MP10,Congonhas,2008-01-01,20,28,-,2008-01-01T19:00:00Z,Tue
MP10,Congonhas,2008-01-01,21,16,-,2008-01-01T20:00:00Z,Tue
MP10,Congonhas,2008-01-01,22,21,-,2008-01-01T21:00:00Z,Tue
MP10,Congonhas,2008-01-01,23,31,-,2008-01-01T22:00:00Z,Tue
MP10,Congonhas,2008-01-01,24,34,-,2008-01-01T23:00:00Z,Tue
MP10,Congonhas,2008-01-02,1,43,-,2008-01-02T00:00:00Z,Wed
MP10,Congonhas,2008-01-02,2,48,-,2008-01-02T01:00:00Z,Wed
MP10,Congonhas,2008-01-02,3,44,-,2008-01-02T02:00:00Z,Wed
MP10,Congonhas,2008-01-02,4,39,-,2008-01-02T03:00:00Z,Wed
MP10,Congonhas,2008-01-02,5,45,-,2008-01-02T04:00:00Z,Wed
MP10,Congonhas,2008-01-02,6,49,-,2008-01-02T05:00:00Z,Wed
MP10,Congonhas,2008-01-02,7,30,-,2008-01-02T06:00:00Z,Wed
MP10,Congonhas,2008-01-02,8,29,-,2008-01-02T07:00:00Z,Wed
MP10,Congonhas,2008-01-02,9,26,-,2008-01-02T08:00:00Z,Wed
MP10,Congonhas,2008-01-02,10,29,-,2008-01-02T09:00:00Z,Wed
MP10,Congonhas,2008-01-02,11,30,-,2008-01-02T10:00:00Z,Wed
MP10,Congonhas,2008-01-02,12,42,-,2008-01-02T11:00:00Z,Wed
MP10,Congonhas,2008-01-02,13,45,-,2008-01-02T12:00:00Z,Wed
MP10,Congonhas,2008-01-02,14,62,-,2008-01-02T13:00:00Z,Wed
MP10,Congonhas,2008-01-02,15,62,-,2008-01-02T14:00:00Z,Wed
MP10,Congonhas,2008-01-02,16,51,-,2008-01-02T15:00:00Z,Wed
MP10,Congonhas,2008-01-02,17,67,-,2008-01-02T16:00:00Z,Wed
MP10,Congonhas,2008-01-02,18,64,-,2008-01-02T17:00:00Z,Wed
MP10,Congonhas,2008-01-02,19,31,-,2008-01-02T18:00:00Z,Wed
MP10,Congonhas,2008-01-02,20,37,-,2008-01-02T19:00:00Z,Wed
MP10,Congonhas,2008-01-02,21,43,-,2008-01-02T20:00:00Z,Wed
MP10,Congonhas,2008-01-02,22,30,-,2008-01-02T21:00:00Z,Wed
MP10,Congonhas,2008-01-02,23,27,-,2008-01-02T22:00:00Z,Wed
MP10,Congonhas,2008-01-02,24,16,-,2008-01-02T23:00:00Z,Wed
MP10,Congonhas,2008-01-03,1,30,-,2008-01-03T00:00:00Z,Thu
MP10,Congonhas,2008-01-03,2,50,-,2008-01-03T01:00:00Z,Thu
MP10,Congonhas,2008-01-03,3,37,-,2008-01-03T02:00:00Z,Thu
MP10,Congonhas,2008-01-03,4,29,-,2008-01-03T03:00:00Z,Thu
MP10,Congonhas,2008-01-03,5,28,-,2008-01-03T04:00:00Z,Thu
MP10,Congonhas,2008-01-03,6,25,-,2008-01-03T05:00:00Z,Thu
MP10,Congonhas,2008-01-03,7,30,-,2008-01-03T06:00:00Z,Thu
MP10,Congonhas,2008-01-03,8,34,-,2008-01-03T07:00:00Z,Thu
MP10,Congonhas,2008-01-03,9,24,-,2008-01-03T08:00:00Z,Thu
MP10,Congonhas,2008-01-03,10,29,-,2008-01-03T09:00:00Z,Thu
MP10,Congonhas,2008-01-03,11,25,-,2008-01-03T10:00:00Z,Thu
MP10,Congonhas,2008-01-03,12,25,-,2008-01-03T11:00:00Z,Thu
MP10,Congonhas,2008-01-03,13,35,-,2008-01-03T12:00:00Z,Thu
MP10,Congonhas,2008-01-03,14,33,-,2008-01-03T13:00:00Z,Thu
MP10,Congonhas,2008-01-03,15,35,-,2008-01-03T14:00:00Z,Thu
MP10,Congonhas,2008-01-03,16,33,-,2008-01-03T15:00:00Z,Thu
MP10,Congonhas,2008-01-03,17,37,-,2008-01-03T16:00:00Z,Thu
MP10,Congonhas,2008-01-03,18,34,-,2008-01-03T17:00:00Z,Thu
MP10,Congonhas,2008-01-03,19,37,-,2008-01-03T18:00:00Z,Thu
MP10,Congonhas,2008-01-03,20,41,-,2008-01-03T19:00:00Z,Thu
MP10,Congonhas,2008-01-03,21,27,-,2008-01-03T20:00:00Z,Thu
MP10,Congonhas,2008-01-03,22,17,-,2008-01-03T21:00:00Z,Thu
MP10,Congonhas,2008-01-03,23,14,-,2008-01-03T22:00:00Z,Thu
MP10,Congonhas,2008-01-03,24,26,-,2008-01-03T23:00:00Z,Thu
MP10,Congonhas,2008-01-04,1,36,-,2008-01-04T00:00:00Z,Fri
MP10,Congonhas,2008-01-04,2,57,-,2008-01-04T01:00:00Z,Fri
MP10,Congonhas,2008-01-04,3,46,-,2008-01-04T02:00:00Z,Fri
MP10,Congonhas,2008-01-04,4,35,-,2008-01-04T03:00:00Z,Fri
MP10,Congonhas,2008-01-04,5,37,-,2008-01-04T04:00:00Z,Fri
MP10,Congonhas,2008-01-04,6,40,-,2008-01-04T05:00:00Z,Fri
MP10,Congonhas,2008-01-04,7,42,-,2008-01-04T06:00:00Z,Fri
MP10,Congonhas,2008-01-04,8,34,-,2008-01-04T07:00:00Z,Fri
MP10,Congonhas,2008-01-04,9,49,-,2008-01-04T08:00:00Z,Fri
MP10,Congonhas,2008-01-04,10,52,-,2008-01-04T09:00:00Z,Fri
MP10,Congonhas,2008-01-04,11,47,-,2008-01-04T10:00:00Z,Fri
MP10,Congonhas,2008-01-04,12,44,-,2008-01-04T11:00:00Z,Fri
MP10,Congonhas,2008-01-04,13,28,-,2008-01-04T12:00:00Z,Fri
MP10,Congonhas,2008-01-04,14,44,-,2008-01-04T13:00:00Z,Fri
MP10,Congonhas,2008-01-04,15,44,-,2008-01-04T14:00:00Z,Fri
MP10,Congonhas,2008-01-04,16,41,-,2008-01-04T15:00:00Z,Fri
MP10,Congonhas,2008-01-04,17,56,-,2008-01-04T16:00:00Z,Fri
MP10,Congonhas,2008-01-04,18,39,-,2008-01-04T17:00:00Z,Fri
MP10,Congonhas,2008-01-04,19,20,-,2008-01-04T18:00:00Z,Fri
MP10,Congonhas,2008-01-04,20,24,-,2008-01-04T19:00:00Z,Fri
MP10,Congonhas,2008-01-04,21,25,-,2008-01-04T20:00:00Z,Fri
MP10,Congonhas,2008-01-04,22,22,-,2008-01-04T21:00:00Z,Fri
MP10,Congonhas,2008-01-04,23,47,-,2008-01-04T22:00:00Z,Fri
MP10,Congonhas,2008-01-04,24,53,-,2008-01-04T23:00:00Z,Fri
MP10,Congonhas,2008-01-05,1,38,-,2008-01-05T00:00:00Z,Sat
MP10,Congonhas,2008-01-05,2,33,-,2008-01-05T01:00:00Z,Sat
MP10,Congonhas,2008-01-05,3,21,-,2008-01-05T02:00:00Z,Sat
MP10,Congonhas,2008-01-05,4,28,-,2008-01-05T03:00:00Z,Sat
MP10,Congonhas,2008-01-05,5,33,-,2008-01-05T04:00:00Z,Sat
MP10,Congonhas,2008-01-05,6,30,-,2008-01-05T05:00:00Z,Sat
MP10,Congonhas,2008-01-05,7,32,-,2008-01-05T06:00:00Z,Sat
MP10,Congonhas,2008-01-05,8,46,-,2008-01-05T07:00:00Z,Sat
MP10,Congonhas,2008-01-05,9,28,-,2008-01-05T08:00:00Z,Sat
MP10,Congonhas,2008-01-05,10,36,-,2008-01-05T09:00:00Z,Sat
MP10,Congonhas,2008-01-05,11,35,-,2008-01-05T10:00:00Z,Sat
MP10,Congonhas,2008-01-05,12,38,-,2008-01-05T11:00:00Z,Sat
MP10,Congonhas,2008-01-05,13,35,-,2008-01-05T12:00:00Z,Sat
