parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Osasco,2010-01-01,1,30,-,2010-01-01T00:00:00Z,Fri
MP10,Osasco,2010-01-01,2,55,-,2010-01-01T01:00:00Z,Fri
MP10,Osasco,2010-01-01,3,52,-,2010-01-01T02:00:00Z,Fri
MP10,Osasco,2010-01-01,4,15,-,2010-01-01T03:00:00Z,Fri
MP10,Osasco,2010-01-01,5,14,-,2010-01-01T04:00:00Z,Fri
MP10,Osasco,2010-01-01,6,5,-,2010-01-01T05:00:00Z,Fri
MP10,Osasco,2010-01-01,7,6,-,2010-01-01T06:00:00Z,Fri
MP10,Osasco,2010-01-01,8,9,-,2010-01-01T07:00:00Z,Fri
MP10,Osasco,2010-01-01,9,1,-,2010-01-01T08:00:00Z,Fri
MP10,Osasco,2010-01-01,10,3,-,2010-01-01T09:00:00Z,Fri
MP10,Osasco,2010-01-01,11,5,-,2010-01-01T10:00:00Z,Fri
MP10,Osasco,2010-01-01,12,3,-,2010-01-01T11:00:00Z,Fri
MP10,Osasco,2010-01-01,13,3,-,2010-01-01T12:00:00Z,Fri
MP10,Osasco,2010-01-01,14,4,-,2010-01-01T13:00:00Z,Fri
MP10,Osasco,2010-01-01,15,12,-,2010-01-01T14:00:00Z,Fri
MP10,Osasco,2010-01-01,16,18,-,2010-01-01T15:00:00Z,Fri
MP10,Osasco,2010-01-01,17,11,-,2010-01-01T16:00:00Z,Fri
MP10,Osasco,2010-01-01,18,8,-,2010-01-01T17:00:00Z,Fri
MP10,Osasco,2010-01-01,19,7,-,2010-01-01T18:00:00Z,Fri
MP10,Osasco,2010-01-01,20,9,-,2010-01-01T19:00:00Z,Fri
MP10,Osasco,2010-01-01,21,16,-,2010-01-01T20:00:00Z,Fri
MP10,Osasco,2010-01-01,22,14,-,2010-01-01T21:00:00Z,Fri
MP10,Osasco,2010-01-01,23,15,-,2010-01-01T22:00:00Z,Fri
MP10,Osasco,2010-01-01,24,22,-,2010-01-01T23:00:00Z,Fri
MP10,Osasco,2010-01-02,1,8,-,2010-01-02T00:00:00Z,Sat
MP10,Osasco,2010-01-02,2,37,-,2010-01-02T01:00:00Z,Sat
MP10,Osasco,2010-01-02,3,22,-,2010-01-02T02:00:00Z,Sat
MP10,Osasco,2010-01-02,4,14,-,2010-01-02T03:00:00Z,Sat
MP10,Osasco,2010-01-02,5,3,-,2010-01-02T04:00:00Z,Sat
MP10,Osasco,2010-01-02,6,12,-,2010-01-02T05:00:00Z,Sat
MP10,Osasco,2010-01-02,7,23,-,2010-01-02T06:00:00Z,Sat
MP10,Osasco,2010-01-02,8,11,-,2010-01-02T07:00:00Z,Sat
MP10,Osasco,2010-01-02,9,14,-,2010-01-02T08:00:00Z,Sat
MP10,Osasco,2010-01-02,10,22,-,2010-01-02T09:00:00Z,Sat
MP10,Osasco,2010-01-02,11,21,-,2010-01-02T10:00:00Z,Sat
MP10,Osasco,2010-01-02,12,13,-,2010-01-02T11:00:00Z,Sat
MP10,Osasco,2010-01-02,13,18,-,2010-01-02T12:00:00Z,Sat
MP10,Osasco,2010-01-02,14,20,-,2010-01-02T13:00:00Z,Sat
MP10,Osasco,2010-01-02,15,15,-,2010-01-02T14:00:00Z,Sat
MP10,Osasco,2010-01-02,16,19,-,2010-01-02T15:00:00Z,Sat
MP10,Osasco,2010-01-02,17,12,-,2010-01-02T16:00:00Z,Sat
MP10,Osasco,2010-01-02,18,33,-,2010-01-02T17:00:00Z,Sat
MP10,Osasco,2010-01-02,19,31,-,2010-01-02T18:00:00Z,Sat
MP10,Osasco,2010-01-02,20,24,-,2010-01-02T19:00:00Z,Sat
MP10,Osasco,2010-01-02,21,26,-,2010-01-02T20:00:00Z,Sat
MP10,Osasco,2010-01-02,22,30,-,2010-01-02T21:00:00Z,Sat
MP10,Osasco,2010-01-02,23,35,-,2010-01-02T22:00:00Z,Sat
MP10,Osasco,2010-01-02,24,26,-,2010-01-02T23:00:00Z,Sat
MP10,Osasco,2010-01-03,1,36,-,2010-01-03T00:00:00Z,Sun
MP10,Osasco,2010-01-03,2,56,-,2010-01-03T01:00:00Z,Sun
MP10,Osasco,2010-01-03,3,57,-,2010-01-03T02:00:00Z,Sun
MP10,Osasco,2010-01-03,4,30,-,2010-01-03T03:00:00Z,Sun
MP10,Osasco,2010-01-03,5,35,-,2010-01-03T04:00:00Z,Sun
